Date,Active energy burned(kcal),Apple exercise time(min),Apple stand time(min),Basal energy burned(kcal),Distance cycling(km),Distance walking / running(km),Flights climbed(count),Step count(count)
2020-12-24 20:00:00,0.683,,,70.921,,0.026,1.000,35.000
2020-12-24 21:00:00,,,,70.808,,,,
2020-12-24 22:00:00,,,,70.808,,,,
2020-12-24 23:00:00,,,,70.808,,,,
2020-12-25 00:00:00,,,,70.808,,,,
2020-12-25 01:00:00,,,,70.808,,,,
2020-12-25 02:00:00,,,,70.808,,,,
2020-12-25 03:00:00,,,,70.808,,,,
2020-12-25 04:00:00,,,,70.808,,,,
2020-12-25 05:00:00,,,,70.808,,,,
2020-12-25 06:00:00,,,,70.808,,,,
2020-12-25 07:00:00,17.373,,3.000,77.105,,0.124,1.000,154.000
2020-12-25 08:00:00,23.329,1.000,5.000,75.431,,0.104,1.000,154.000
2020-12-25 09:00:00,12.667,,,69.584,,,,
2020-12-25 10:00:00,25.132,,12.000,74.140,,0.273,2.000,357.738
2020-12-25 11:00:00,31.614,1.000,7.000,79.707,,0.347,4.000,465.262
2020-12-25 12:00:00,14.561,,,73.649,,,,
2020-12-25 13:00:00,27.274,1.000,9.000,74.455,,0.291,1.000,389.000
2020-12-25 14:00:00,16.656,,6.000,74.755,,0.210,1.000,294.000
2020-12-25 15:00:00,13.826,,,73.143,,,,
2020-12-25 16:00:00,14.952,,1.000,73.861,,0.020,,23.000
2020-12-25 17:00:00,25.573,,6.000,74.525,,0.232,2.000,317.000
2020-12-25 18:00:00,28.980,1.000,10.000,76.958,,0.229,1.000,308.000
2020-12-25 19:00:00,14.974,1.000,6.000,74.232,,0.086,1.000,118.000
2020-12-25 20:00:00,,,,70.808,,,,
2020-12-25 21:00:00,,,,70.808,,,,
2020-12-25 22:00:00,,,,70.808,,,,
2020-12-25 23:00:00,,,,70.808,,,,
2020-12-26 00:00:00,,,,70.808,,,,
2020-12-26 01:00:00,,,,70.808,,,,
2020-12-26 02:00:00,,,,70.808,,,,
2020-12-26 03:00:00,,,,70.808,,,,
2020-12-26 04:00:00,,,,70.808,,,,
2020-12-26 05:00:00,4.739,,2.000,71.900,,0.106,,128.139
2020-12-26 06:00:00,35.041,1.000,11.000,79.889,,0.340,2.000,437.911
2020-12-26 07:00:00,31.513,1.000,8.000,82.976,,0.336,,456.951
2020-12-26 08:00:00,44.191,4.000,16.000,79.544,,0.392,,536.000
2020-12-26 09:00:00,100.106,16.471,18.000,79.546,,0.146,,191.000
2020-12-26 10:00:00,193.592,48.840,50.000,82.245,,0.268,,365.000
2020-12-26 11:00:00,155.034,37.595,43.000,82.078,,0.267,,358.000
2020-12-26 12:00:00,126.549,25.093,28.000,77.638,,0.618,,824.000
2020-12-26 13:00:00,26.561,,5.000,83.481,,0.167,,228.677
2020-12-26 14:00:00,32.108,2.000,11.000,77.463,,0.390,1.000,511.323
2020-12-26 15:00:00,34.095,1.000,16.000,76.093,,0.492,1.000,685.000
2020-12-26 16:00:00,17.475,,3.000,73.074,,0.058,,79.000
2020-12-26 17:00:00,19.481,1.000,2.000,71.447,,0.063,1.000,84.000
2020-12-26 18:00:00,14.525,,,72.816,,,,
2020-12-26 19:00:00,30.826,1.000,12.000,75.416,,0.355,1.271,458.000
2020-12-26 20:00:00,17.718,,4.000,74.392,,0.090,1.507,123.000
2020-12-26 21:00:00,13.506,,5.000,74.797,,0.125,,177.000
2020-12-26 22:00:00,,,,70.808,,,,
2020-12-26 23:00:00,,,,70.808,,,,
2020-12-27 00:00:00,,,,70.808,,,,
2020-12-27 01:00:00,,,,70.808,,,,
2020-12-27 02:00:00,,,,70.808,,,,
2020-12-27 03:00:00,,,,70.808,,,,
2020-12-27 04:00:00,,,,70.808,,,,
2020-12-27 05:00:00,,,,70.808,,,,
2020-12-27 06:00:00,,,,70.808,,,,
2020-12-27 07:00:00,16.254,1.000,5.000,74.663,,0.152,1.000,207.000
2020-12-27 08:00:00,19.611,,7.000,74.879,,0.111,0.961,152.000
2020-12-27 09:00:00,13.728,,,71.508,,0.023,1.000,31.000
2020-12-27 10:00:00,21.464,1.000,1.000,75.797,,0.127,1.000,169.000
2020-12-27 11:00:00,14.141,,,71.379,,0.063,1.000,86.000
2020-12-27 12:00:00,21.514,2.000,5.000,71.586,,0.195,2.000,268.000
2020-12-27 13:00:00,7.611,,,70.374,,,,
2020-12-27 14:00:00,336.581,31.425,46.000,82.028,,5.542,9.000,5251.257
2020-12-27 15:00:00,170.274,17.575,20.000,77.890,,2.580,10.000,2693.743
2020-12-27 16:00:00,19.638,,5.000,74.911,,0.137,,191.000
2020-12-27 17:00:00,14.838,,,73.338,,0.032,,44.250
2020-12-27 18:00:00,23.052,1.000,6.000,76.060,,0.242,1.774,325.750
2020-12-27 19:00:00,17.640,,3.000,73.544,,0.060,,83.000
2020-12-27 20:00:00,17.882,,4.000,72.065,,0.089,,120.000
2020-12-27 21:00:00,12.422,,1.000,71.313,,0.042,1.000,56.000
2020-12-27 22:00:00,5.259,,2.000,71.979,,0.046,,64.000
2020-12-27 23:00:00,,,,70.808,,,,
2020-12-28 00:00:00,,,,70.808,,,,
2020-12-28 01:00:00,,,,70.808,,,,
2020-12-28 02:00:00,,,,70.808,,,,
2020-12-28 03:00:00,,,,70.808,,,,
2020-12-28 04:00:00,,,,70.808,,,,
2020-12-28 05:00:00,,,,70.808,,,,
2020-12-28 06:00:00,17.492,,3.000,58.522,,0.165,1.000,229.000
2020-12-28 07:00:00,20.278,,7.000,74.920,,0.104,,144.000
2020-12-28 08:00:00,12.778,,1.000,71.700,,0.056,1.000,80.000
2020-12-28 09:00:00,27.392,,12.000,79.754,,0.203,1.000,273.000
2020-12-28 10:00:00,13.254,,1.000,72.818,,0.053,,73.000
2020-12-28 11:00:00,29.376,1.000,9.000,77.149,,0.261,2.000,358.165
2020-12-28 12:00:00,56.417,4.000,17.000,81.317,,0.742,4.000,980.835
2020-12-28 13:00:00,38.690,1.000,12.000,77.541,,0.549,2.000,722.000
2020-12-28 14:00:00,48.238,3.000,11.000,81.701,,0.548,5.000,725.000
2020-12-28 15:00:00,19.258,,3.000,73.555,,0.084,,113.000
2020-12-28 16:00:00,15.228,,,73.546,,0.019,,25.000
2020-12-28 17:00:00,57.506,6.000,16.000,80.287,,0.719,6.000,934.000
2020-12-28 18:00:00,28.424,1.000,7.000,77.361,,0.255,2.000,346.000
2020-12-28 19:00:00,15.221,,2.000,75.551,,0.030,,42.000
2020-12-28 20:00:00,17.224,,1.000,76.957,,0.028,,34.000
2020-12-28 21:00:00,19.862,,5.000,75.065,,0.061,,101.477
2020-12-28 22:00:00,15.029,,1.000,75.473,,0.043,,45.523
2020-12-28 23:00:00,40.020,1.000,14.000,77.237,,0.635,1.000,846.000
2020-12-29 00:00:00,0.512,,,71.086,,0.054,1.000,65.000
2020-12-29 01:00:00,,,,70.954,,,,
2020-12-29 02:00:00,,,,70.954,,,,
2020-12-29 03:00:00,,,,70.954,,,,
2020-12-29 04:00:00,,,,70.954,,,,
2020-12-29 05:00:00,,,,70.954,,,,
2020-12-29 06:00:00,,,,70.954,,,,
2020-12-29 07:00:00,2.194,,,72.039,,,,
2020-12-29 08:00:00,38.939,2.000,10.000,80.019,,0.343,3.000,456.000
2020-12-29 09:00:00,16.904,,2.000,76.306,,0.032,,42.000
2020-12-29 10:00:00,31.379,2.000,6.000,77.249,,0.303,2.000,393.000
2020-12-29 11:00:00,19.974,1.000,,77.675,,0.137,1.000,178.000
2020-12-29 12:00:00,10.613,,2.000,73.013,,0.139,1.000,177.000
2020-12-29 13:00:00,19.494,1.000,8.000,71.093,,0.109,1.000,154.000
2020-12-29 14:00:00,273.872,26.869,36.000,80.442,,4.559,2.000,4455.509
2020-12-29 15:00:00,230.487,22.131,26.000,80.080,,3.639,6.000,3690.491
2020-12-29 16:00:00,16.711,,,77.249,,0.010,,11.000
2020-12-29 17:00:00,14.682,,,74.001,,,,
2020-12-29 18:00:00,26.460,1.000,8.000,78.592,,0.247,1.000,331.959
2020-12-29 19:00:00,15.233,,3.000,72.182,,0.100,1.000,138.041
2020-12-29 20:00:00,14.995,,,73.684,,0.006,,8.000
2020-12-29 21:00:00,21.962,,4.000,78.556,,0.046,,63.000
2020-12-29 22:00:00,5.588,,3.000,72.129,,0.056,,80.000
2020-12-29 23:00:00,,,,70.954,,,,
2020-12-30 00:00:00,,,,70.954,,,,
2020-12-30 01:00:00,,,,70.954,,,,
2020-12-30 02:00:00,,,,70.954,,,,
2020-12-30 03:00:00,,,,70.954,,,,
2020-12-30 04:00:00,,,,70.954,,,,
2020-12-30 05:00:00,,,,70.954,,,,
2020-12-30 06:00:00,22.207,1.000,7.000,77.498,,0.142,1.000,194.000
2020-12-30 07:00:00,19.480,,10.000,74.767,,0.128,,170.000
2020-12-30 08:00:00,8.086,,,69.561,,,,
2020-12-30 09:00:00,18.827,1.000,4.000,73.388,,0.133,1.000,179.000
2020-12-30 10:00:00,16.118,,3.000,71.994,,0.089,1.000,129.000
2020-12-30 11:00:00,22.734,1.000,4.000,76.709,,0.203,1.000,273.000
2020-12-30 12:00:00,27.398,1.000,5.000,77.345,,0.299,1.000,401.207
2020-12-30 13:00:00,87.897,5.000,19.000,83.640,,1.016,10.000,1351.536
2020-12-30 14:00:00,35.570,1.000,14.000,82.202,,0.406,,578.257
2020-12-30 15:00:00,7.344,,1.000,77.818,,0.148,2.000,193.000
2020-12-30 16:00:00,13.449,,,72.939,,,,
2020-12-30 17:00:00,20.332,,8.000,75.979,,0.121,,162.647
2020-12-30 18:00:00,11.340,1.000,1.000,72.196,,0.095,1.000,129.353
2020-12-30 19:00:00,8.736,,3.000,71.171,,0.071,1.000,98.000
2020-12-30 20:00:00,8.745,,1.000,70.976,,0.052,,73.000
2020-12-30 21:00:00,2.890,,1.000,71.598,,0.033,,46.000
2020-12-30 22:00:00,,,,70.954,,,,
2020-12-30 23:00:00,,,,70.954,,,,
2020-12-31 00:00:00,,,,70.954,,,,
2020-12-31 01:00:00,,,,70.954,,,,
2020-12-31 02:00:00,,,,70.954,,,,
2020-12-31 03:00:00,,,,70.954,,,,
2020-12-31 04:00:00,,,,70.954,,,,
2020-12-31 05:00:00,,,,70.954,,,,
2020-12-31 06:00:00,,,,70.954,,,,
2020-12-31 07:00:00,20.010,1.000,5.000,76.125,,0.243,1.000,325.295
2020-12-31 08:00:00,17.400,,2.000,76.389,,0.098,1.000,126.697
2020-12-31 09:00:00,10.172,,,72.991,,0.010,,16.000
2020-12-31 10:00:00,291.841,27.480,34.000,81.306,,4.429,16.788,4375.225
2020-12-31 11:00:00,209.730,21.520,25.000,80.370,,3.324,5.212,3361.775
2020-12-31 12:00:00,26.467,1.000,5.000,77.939,,0.129,1.000,176.000
2020-12-31 13:00:00,14.151,,,73.443,,,,
2020-12-31 14:00:00,44.794,5.000,16.000,81.281,,0.609,3.000,788.000
2020-12-31 15:00:00,27.227,1.000,8.000,76.939,,0.137,1.000,186.000
2020-12-31 16:00:00,17.585,,3.000,75.574,,0.112,,142.000
2020-12-31 17:00:00,23.123,,3.000,77.787,,0.206,1.000,258.000
2020-12-31 18:00:00,21.659,1.000,5.000,72.862,,0.179,2.000,230.000
2020-12-31 19:00:00,34.585,4.213,12.000,74.296,,0.568,,743.112
2020-12-31 20:00:00,30.706,2.787,5.000,75.762,,0.328,1.000,438.888
2020-12-31 21:00:00,,,,70.954,,,,
2020-12-31 22:00:00,,,,70.954,,,,
2020-12-31 23:00:00,3.375,,,66.868,,0.025,,33.000
